year,session,title,abstract,author,doi
2011,N/A,Orientation-Preserving Rod Elements for Real-Time Thin-Shell Simulation.,N/A,"Nan Zhang,Huamin Qu,Robert M. Sweet",https://doi.org/10.1109/TVCG.2010.92
2011,N/A,Approximate Boolean Operations on Large Polyhedral Solids with Partial Mesh Reconstruction.,N/A,Charlie C. L. Wang,https://doi.org/10.1109/TVCG.2010.106
2011,N/A,Motion-Sensitive Anchor Identification of Least-Squares Meshes from Examples.,N/A,"Richard Southern,Jian J. Zhang",https://doi.org/10.1109/TVCG.2010.95
2011,N/A,Closed-Loop Feedback Illumination for Optical Inverse Tone-Mapping in Light Microscopy.,N/A,"Oliver Bimber,Daniel Klöck,Toshiyuki Amano,Anselm Grundhöfer,Daniel Kurz",https://doi.org/10.1109/TVCG.2010.104
2011,N/A,Guest Editors' Introduction: Special Section on the ACM Symposium on Virtual Reality and Software Technology (VRST 2009).,N/A,"Daniel Thalmann,Benjamin Lok",https://doi.org/10.1109/TVCG.2011.87
2011,N/A,Robust Relocalization and Its Evaluation for Online Environment Map Construction.,N/A,"Sehwan Kim,Christopher Coffin,Tobias Höllerer",https://doi.org/10.1109/TVCG.2010.243
2011,N/A,Natural Perspective Projections for Head-Mounted Displays.,N/A,"Frank Steinicke,Gerd Bruder,Scott Kuhl,Pete Willemsen,Markus Lappe,Klaus H. Hinrichs",https://doi.org/10.1109/TVCG.2010.248
2011,N/A,A Wide-View Parallax-Free Eye-Mark Recorder with a Hyperboloidal Half-Silvered Mirror and Appearance-Based Gaze Estimation.,N/A,"Hiroki Mori,Erika Sumiya,Tomohiro Mashita,Kiyoshi Kiyokawa,Haruo Takemura",https://doi.org/10.1109/TVCG.2010.113
2011,N/A,Visualization of the Static Aspects of Software: A Survey.,N/A,"Pierre Caserta,Olivier Zendra",https://doi.org/10.1109/TVCG.2010.110
2011,N/A,Interactive Visual Analysis of Heterogeneous Scientific Data across an Interface.,N/A,"Johannes Kehrer,Philipp Muigg,Helmut Doleisch,Helwig Hauser",https://doi.org/10.1109/TVCG.2010.111
2011,N/A,Interactive Visualization of Rotational Symmetry Fields on Surfaces.,N/A,"Jonathan Palacios,Eugene Zhang",https://doi.org/10.1109/TVCG.2010.121
2011,N/A,Heterogeneous Subsurface Scattering Using the Finite Element Method.,N/A,"Adam Arbree,Bruce Walter,Kavita Bala",https://doi.org/10.1109/TVCG.2010.117
2011,N/A,"Hybrid, Multiresolution Wires with Massless Frictional Contacts.",N/A,"Martin Servin,Claude Lacoursière,Fredrik Nordfelth,Kenneth Bodin",https://doi.org/10.1109/TVCG.2010.122
2011,N/A,Interactive Shape Interpolation through Controllable Dynamic Deformation.,N/A,"Jin Huang,Yiying Tong,Kun Zhou,Hujun Bao,Mathieu Desbrun",https://doi.org/10.1109/TVCG.2010.109
2011,N/A,Real-Time Shape Illustration Using Laplacian Lines.,N/A,"Long Zhang,Ying He,Jiazhi Xia,Xuexiang Xie,Wei Chen",https://doi.org/10.1109/TVCG.2010.118
2011,N/A,Link Conditions for Simplifying Meshes with Embedded Structures.,N/A,"Dilip Mathew Thomas,Vijay Natarajan,Georges-Pierre Bonneau",https://doi.org/10.1109/TVCG.2010.90
2011,N/A,Drawing Euler Diagrams with Circles: The Theory of Piercings.,N/A,"Gem Stapleton,Leishi Zhang,John Howse,Peter Rodgers",https://doi.org/10.1109/TVCG.2010.119
2011,N/A,Editor's Note.,N/A,Ming C. Lin,https://doi.org/10.1109/TVCG.2011.94
2011,N/A,Guest Editor's Introduction: Special Section on the Symposium on Interactive 3D Graphics and Games (I3D).,N/A,"Manuel M. Oliveira,Daniel G. Aliaga",https://doi.org/10.1109/TVCG.2011.95
2011,N/A,Stochastic Transparency.,N/A,"Eric Enderton,Erik Sintorn,Peter Shirley,David P. Luebke",https://doi.org/10.1109/TVCG.2010.123
2011,N/A,Efficient Sparse Voxel Octrees.,N/A,"Samuli Laine,Tero Karras",https://doi.org/10.1109/TVCG.2010.240
2011,N/A,Frankenrigs: Building Character Rigs from Multiple Sources.,N/A,"Christian Miller,Okan Arikan,Don Fussell",https://doi.org/10.1109/TVCG.2011.39
2011,N/A,Improving Shape Depiction under Arbitrary Rendering.,N/A,"Romain Vergne,Romain Pacanowski,Pascal Barla,Xavier Granier,Christophe Schlick",https://doi.org/10.1109/TVCG.2010.252
2011,N/A,Fusing Multiview and Photometric Stereo for 3D Reconstruction under Uncalibrated Illumination.,N/A,"Chenglei Wu,Yebin Liu,Qionghai Dai,Bennett Wilburn",https://doi.org/10.1109/TVCG.2010.224
2011,N/A,Improving Gabor Noise.,N/A,"Ares Lagae,Sylvain Lefebvre,Philip Dutré",https://doi.org/10.1109/TVCG.2010.238
2011,N/A,Representativity for Robust and Adaptive Multiple Importance Sampling.,N/A,"Anthony Pajot,Loïc Barthe,Mathias Paulin,Pierre Poulin",https://doi.org/10.1109/TVCG.2010.230
2011,N/A,Fast Exact Nearest Patch Matching for Patch-Based Image Editing and Processing.,N/A,"Chunxia Xiao,Meng Liu,Yongwei Nie,Zhao Dong",https://doi.org/10.1109/TVCG.2010.226
2011,N/A,Efficient Edit Propagation Using Hierarchical Data Structure.,N/A,"Chunxia Xiao,Yongwei Nie,Feng Tang",https://doi.org/10.1109/TVCG.2010.125
2011,N/A,Hierarchical Line Integration.,N/A,"Marcel Hlawatsch,Filip Sadlo,Daniel Weiskopf",https://doi.org/10.1109/TVCG.2010.227
2011,N/A,Sort-First Parallel Volume Rendering.,N/A,"Brendan Moloney,Marco Ament,Daniel Weiskopf,Torsten Möller",https://doi.org/10.1109/TVCG.2010.116
2011,N/A,Template-Based 3D Model Fitting Using Dual-Domain Relaxation.,N/A,"I-Cheng Yeh,Chao-Hung Lin,Olga Sorkine,Tong-Yee Lee",https://doi.org/10.1109/TVCG.2010.124
2011,N/A,Guest Editors' Introduction: Special Section on the IEEE Virtual Reality Conference (VR).,N/A,"Kiyoshi Kiyokawa,Gudrun Klinker,Benjamin Lok",https://doi.org/10.1109/TVCG.2011.126
2011,N/A,Natural Interaction Metaphors for Functional Validations of Virtual Car Models.,N/A,"Mathias Moehring,Bernd Froehlich",https://doi.org/10.1109/TVCG.2011.36
2011,N/A,Autocalibrating Tiled Projectors on Piecewise Smooth Vertically Extruded Surfaces.,N/A,"Behzad Sajadi,Aditi Majumder",https://doi.org/10.1109/TVCG.2011.33
2011,N/A,Change Blindness Phenomena for Virtual Reality Display Systems.,N/A,"Frank Steinicke,Gerd Bruder,Klaus H. Hinrichs,Pete Willemsen",https://doi.org/10.1109/TVCG.2011.41
2011,N/A,Sound Synthesis and Evaluation of Interactive Footsteps and Environmental Sounds Rendering for Virtual Reality Applications.,N/A,"Rolf Nordahl,Luca Turchet,Stefania Serafin",https://doi.org/10.1109/TVCG.2011.30
2011,N/A,Effects of Viewing Conditions and Rotation Methods in a Collaborative Tabletop AR Environment.,N/A,"Sangyoon Lee,Hong Hua",https://doi.org/10.1109/TVCG.2011.49
2011,N/A,Single-Pass Composable 3D Lens Rendering and Spatiotemporal 3D Lenses.,N/A,"Christoph W. Borst,Jan-Phillip Tiesel,Emad Habib,Kaushik Das",https://doi.org/10.1109/TVCG.2011.38
2011,N/A,CG2Real: Improving the Realism of Computer Generated Images Using a Large Collection of Photographs.,N/A,"Micah K. Johnson,Kevin Dale,Shai Avidan,Hanspeter Pfister,William T. Freeman,Wojciech Matusik",https://doi.org/10.1109/TVCG.2010.233
2011,N/A,A Memory-Efficient Unified Early Z-Test.,N/A,"Hong-Yun Kim,Chang-Hyo Yu,Lee-Sup Kim",https://doi.org/10.1109/TVCG.2010.228
2011,N/A,Skeleton Cuts - An Efficient Segmentation Method for Volume Rendering.,N/A,"Dehui Xiang,Jie Tian,Fei Yang,Qi Yang,Xing Zhang,Qingde Li,Xin Liu",https://doi.org/10.1109/TVCG.2010.239
2011,N/A,Interactive Exploration and Analysis of Large-Scale Simulations Using Topology-Based Data Segmentation.,N/A,"Peer-Timo Bremer,Gunther H. Weber,Julien Tierny,Valerio Pascucci,Marcus S. Day,John B. Bell",https://doi.org/10.1109/TVCG.2010.253
2011,N/A,EL-REP: A New 2D Geometric Decomposition Scheme and Its Applications.,N/A,"Antonio J. Rueda Ruiz,Francisco R. Feito",https://doi.org/10.1109/TVCG.2010.246
2011,N/A,Ordered Boolean List (OBL): Reducing the Footprint for Evaluating Boolean Expressions.,N/A,Jarek Rossignac,https://doi.org/10.1109/TVCG.2010.232
2011,N/A,Guest Editors' Introduction: Special Section on the IEEE International Symposium on Mixed and Augmented Reality (ISMAR).,N/A,"Gudrun Klinker,Tobias Höllerer,Hideo Saito,Oliver Bimber",https://doi.org/10.1109/TVCG.2011.139
2011,N/A,Exploring the Benefits of Augmented Reality Documentation for Maintenance and Repair.,N/A,"Steven J. Henderson,Steven Feiner",https://doi.org/10.1109/TVCG.2010.245
2011,N/A,Shape Recognition and Pose Estimation for Mobile Augmented Reality.,N/A,"Nate Hagbi,Oriel Bergig,Jihad El-Sana,Mark Billinghurst",https://doi.org/10.1109/TVCG.2010.241
2011,N/A,Cross-Organizational Collaboration Supported by Augmented Reality.,N/A,"Susanna Nilsson,Björn J. E. Johansson,Arne Jönsson",https://doi.org/10.1109/TVCG.2010.249
2011,N/A,Positional Uncertainty of Isocontours: Condition Analysis and Probabilistic Measures.,N/A,"Kai Pöthkow,Hans-Christian Hege",https://doi.org/10.1109/TVCG.2010.247
2011,N/A,Fused DTI/HARDI Visualization.,N/A,"Vesna Prckovska,Tim H. J. M. Peeters,Markus van Almsick,Bart M. ter Haar Romeny,Anna Vilanova",https://doi.org/10.1109/TVCG.2010.244
2011,N/A,Visual Comparability of 3D Regular Sampling and Reconstruction.,N/A,"Tai Meng,Alireza Entezari,Benjamin Smith,Torsten Möller,Daniel Weiskopf,Arthur E. Kirkpatrick",https://doi.org/10.1109/TVCG.2010.234
2011,N/A,Fast Combinatorial Vector Field Topology.,N/A,"Jan Reininghaus,Christian Löwen,Ingrid Hotz",https://doi.org/10.1109/TVCG.2010.235
2011,N/A,"Whisper, Don't Scream: Grids and Transparency.",N/A,"Lyn Bartram,Maureen C. Stone",https://doi.org/10.1109/TVCG.2010.237
2011,N/A,Relighting Photographs of Tree Canopies.,N/A,"Marcio Cabral,Nicolas Bonneel,Sylvain Lefebvre,George Drettakis",https://doi.org/10.1109/TVCG.2010.236
2011,N/A,Motion Imitation with a Handheld Camera.,N/A,"Guofeng Zhang,Hanqing Jiang,Jin Huang,Jiaya Jia,Tien-Tsin Wong,Kun Zhou,Hujun Bao",https://doi.org/10.1109/TVCG.2010.254
2011,N/A,A User-Assisted Approach to Visualizing Multidimensional Images.,N/A,"Jason Lawrence,Sean Arietta,Michael M. Kazhdan,Daniel Lepage,Colleen O'Hagan",https://doi.org/10.1109/TVCG.2010.229
2011,N/A,Spatiotemporal Sampling of Dynamic Environment Sequences.,N/A,"Liang Wan,Shue Kwan Mak,Tien-Tsin Wong,Chi-Sing Leung",https://doi.org/10.1109/TVCG.2011.31
2011,N/A,Automatic Construction of Quad-Based Subdivision Surfaces Using Fitmaps.,N/A,"Daniele Panozzo,Enrico Puppo,Marco Tarini,Nico Pietroni,Paolo Cignoni",https://doi.org/10.1109/TVCG.2011.28
2011,N/A,Bilateral Normal Filtering for Mesh Denoising.,N/A,"Youyi Zheng,Hongbo Fu,Oscar Kin-Chung Au,Chiew-Lan Tai",https://doi.org/10.1109/TVCG.2010.264
2011,N/A,Partwise Cross-Parameterization via Nonregular Convex Hull Domains.,N/A,"Huai-Yu Wu,Chunhong Pan,Hongbin Zha,Qing Yang,Songde Ma",https://doi.org/10.1109/TVCG.2010.231
2011,N/A,Guest Editor's Introduction: Special Section on the IEEE Pacific Visualization Symposium.,N/A,"Stephen C. North,Han-Wei Shen,Jarke J. van Wijk",https://doi.org/10.1109/TVCG.2011.149
2011,N/A,Visualization of High-Dimensional Point Clouds Using Their Density Distribution's Topology.,N/A,"Patrick Oesterling,Christian Heine,Heike Jänicke,Gerik Scheuermann,Gerhard Heyer",https://doi.org/10.1109/TVCG.2011.27
2011,N/A,Efficient Volume Exploration Using the Gaussian Mixture Model.,N/A,"Yunhai Wang,Wei Chen,Jian Zhang,Tingxin Dong,Guihua Shan,Xuebin Chi",https://doi.org/10.1109/TVCG.2011.97
2011,N/A,Physically-Based Interactive Flow Visualization Based on Schlieren and Interferometry Experimental Techniques.,N/A,"Carson Brownlee,Vincent Pegoraro,Siddharth Shankar,Patrick S. McCormick,Charles D. Hansen",https://doi.org/10.1109/TVCG.2010.255
2011,N/A,"Visual Analysis of Large Graphs Using (X, Y)-Clustering and Hybrid Visualizations.",N/A,"Vladimir Batagelj,Franz-Josef Brandenburg,Walter Didimo,Giuseppe Liotta,Pietro Palladino,Maurizio Patrignani",https://doi.org/10.1109/TVCG.2010.265
2011,N/A,Drawing Contour Trees in the Plane.,N/A,"Christian Heine,Dominic Schneider,Hamish A. Carr,Gerik Scheuermann",https://doi.org/10.1109/TVCG.2010.270
2011,N/A,Lagrangian Texture Advection: Preserving both Spectrum and Velocity Field.,N/A,"Qizhi Yu,Fabrice Neyret,Eric Bruneton,Nicolas Holzschuch",https://doi.org/10.1109/TVCG.2010.263
2011,N/A,Sketch-Based Image Retrieval: Benchmark and Bag-of-Features Descriptors.,N/A,"Mathias Eitz,Kristian Hildebrand,Tamy Boubekeur,Marc Alexa",https://doi.org/10.1109/TVCG.2010.266
2011,N/A,Supervised Manifold Distance Segmentation.,N/A,"Joe Kniss,Guanyu Wang",https://doi.org/10.1109/TVCG.2010.120
2011,N/A,Sketching of Mirror-Symmetric Shapes.,N/A,"Frederic Cordier,Hyewon Seo,Jinho Park,Jun-yong Noh",https://doi.org/10.1109/TVCG.2010.258
2011,N/A,A Hexahedral Multigrid Approach for Simulating Cuts in Deformable Objects.,N/A,"Christian Dick,Joachim Georgii,Rüdiger Westermann",https://doi.org/10.1109/TVCG.2010.268
2011,N/A,Learning a 3D Human Pose Distance Metric from Geometric Pose Descriptor.,N/A,"Cheng Chen,Yueting Zhuang,Feiping Nie,Yi Yang,Fei Wu,Jun Xiao",https://doi.org/10.1109/TVCG.2010.272
2011,N/A,Autostereoscopic 3D Display with Long Visualization Depth Using Referential Viewing Area-Based Integral Photography.,N/A,"Hongen Liao,Takeyoshi Dohi,Keisuke Nomura",https://doi.org/10.1109/TVCG.2010.267
2011,N/A,Streamline Integration Using MPI-Hybrid Parallelism on a Large Multicore Architecture.,N/A,"David Camp,Christoph Garth,Hank Childs,David Pugmire,Kenneth I. Joy",https://doi.org/10.1109/TVCG.2010.259
2011,N/A,Six Degrees-of-Freedom Haptic Interaction with Fluids.,N/A,"Gabriel Cirio,Maud Marchal,Sébastien Hillaire,Anatole Lécuyer",https://doi.org/10.1109/TVCG.2010.271
2011,N/A,Extended Keyframe Detection with Stable Tracking for Multiple 3D Object Tracking.,N/A,"Youngmin Park,Vincent Lepetit,Woontack Woo",https://doi.org/10.1109/TVCG.2010.262
2011,N/A,Message from the Editor-in-Chief.,N/A,Ming Lin Lin,https://doi.org/10.1109/TVCG.2011.221
2011,N/A,Message from the Paper Chairs and Guest Editors.,N/A,"Frank van Ham,Raghu Machiraju,Klaus Mueller,Gerik Scheuermann,Chris Weaver",https://doi.org/10.1109/TVCG.2011.222
2011,N/A,VisWeek Keynote Address.,N/A,Daniel A. Keim,https://doi.org/10.1109/TVCG.2011.257
2011,N/A,VisWeek Capstone Address.,N/A,Amanda Cox,https://doi.org/10.1109/TVCG.2011.256
2011,N/A,Saliency-Assisted Navigation of Very Large Landscape Images.,N/A,"Cheuk Yiu Ip,Amitabh Varshney",https://doi.org/10.1109/TVCG.2011.231
2011,N/A,Hierarchical Event Selection for Video Storyboards with a Case Study on Snooker Video Visualization.,N/A,"Matthew L. Parry,Philip A. Legg,David H. S. Chung,Iwan W. Griffiths,Min Chen",https://doi.org/10.1109/TVCG.2011.208
2011,N/A,Artificial Defocus for Displaying Markers in Microscopy Z-Stacks.,N/A,"Alessandro Giusti,Pierluigi Taddei,Giorgio Corani,Luca Maria Gambardella,Cristina Magli,Luca Gianaroli",https://doi.org/10.1109/TVCG.2011.168
2011,N/A,Visualization of Topological Structures in Area-Preserving Maps.,N/A,"Xavier Tricoche,Christoph Garth,Allen R. Sanderson",https://doi.org/10.1109/TVCG.2011.254
2011,N/A,Multi-Touch Table System for Medical Visualization: Application to Orthopedic Surgery Planning.,N/A,"Claes Lundström,Thomas Rydell,Camilla Forsell,Anders Persson,Anders Ynnerman",https://doi.org/10.1109/TVCG.2011.224
2011,N/A,Load-Balanced Parallel Streamline Generation on Large Scale Vector Fields.,N/A,"Boonthanome Nouanesengsy,Teng-Yok Lee,Han-Wei Shen",https://doi.org/10.1109/TVCG.2011.219
2011,N/A,Extinction-Based Shading and Illumination in GPU Volume Ray-Casting.,N/A,"Philipp Schlegel,Maxim Makhinya,Renato Pajarola",https://doi.org/10.1109/TVCG.2011.198
2011,N/A,GPU-Based Interactive Cut-Surface Extraction From High-Order Finite Element Fields.,N/A,"Blake Nelson,Robert M. Kirby,Robert Haimes",https://doi.org/10.1109/TVCG.2011.206
2011,N/A,GPU-based Real-Time Approximation of the Ablation Zone for Radiofrequency Ablation.,N/A,"Christian Rieder,Tim Kröger,Christian Schumann,Horst K. Hahn",https://doi.org/10.1109/TVCG.2011.207
2011,N/A,Feature-Based Statistical Analysis of Combustion Simulation Data.,N/A,"Janine Bennett,Vaidyanathan Krishnamoorthy,Shusen Liu,Ray W. Grout,Evatt R. Hawkes,Jacqueline H. Chen,Jason Shepherd,Valerio Pascucci,Peer-Timo Bremer",https://doi.org/10.1109/TVCG.2011.199
2011,N/A,Quasi Interpolation With Voronoi Splines.,N/A,"Mahsa Mirzargar,Alireza Entezari",https://doi.org/10.1109/TVCG.2011.230
2011,N/A,Topological Spines: A Structure-preserving Visual Representation of Scalar Fields.,N/A,"Carlos D. Correa,Peter Lindstrom,Peer-Timo Bremer",https://doi.org/10.1109/TVCG.2011.244
2011,N/A,Towards Robust Topology of Sparsely Sampled Data.,N/A,"Carlos D. Correa,Peter Lindstrom",https://doi.org/10.1109/TVCG.2011.245
2011,N/A,Visualization of AMR Data With Multi-Level Dual-Mesh Interpolation.,N/A,"Patrick J. Moran,David Ellsworth",https://doi.org/10.1109/TVCG.2011.252
2011,N/A,Nodes on Ropes: A Comprehensive Data and Control Flow for Steering Ensemble Simulations.,N/A,"Jürgen Waser,Hrvoje Ribicic,Raphael Fuchs,Christian Hirsch,Benjamin Schindler,Günter Blöschl,M. Eduard Gröller",https://doi.org/10.1109/TVCG.2011.225
2011,N/A,"Interactive, Graph-based Visual Analysis of High-dimensional, Multi-parameter Fluorescence Microscopy Data in Toponomics.",N/A,"Steffen Oeltze,Wolfgang Freiler,Reyk Hillert,Helmut Doleisch,Bernhard Preim,Walter Schubert",https://doi.org/10.1109/TVCG.2011.217
2011,N/A,Tuner: Principled Parameter Finding for Image Segmentation Algorithms Using Visual Response Surface Exploration.,N/A,"Thomas Torsney-Weir,Ahmed Saad,Torsten Möller,Hans-Christian Hege,Britta Weber,Jean-Marc Verbavatz",https://doi.org/10.1109/TVCG.2011.248
2011,N/A,Branching and Circular Features in High Dimensional Data.,N/A,"Bei Wang,Brian Summa,Valerio Pascucci,Mikael Vejdemo-Johansson",https://doi.org/10.1109/TVCG.2011.177
2011,N/A,Features in Continuous Parallel Coordinates.,N/A,"Dirk J. Lehmann,Holger Theisel",https://doi.org/10.1109/TVCG.2011.200
2011,N/A,About the Influence of Illumination Models on Image Comprehension in Direct Volume Rendering.,N/A,"Florian Lindemann,Timo Ropinski",https://doi.org/10.1109/TVCG.2011.161
2011,N/A,Automatic Transfer Functions Based on Informational Divergence.,N/A,"Marc Ruiz,Anton Bardera,Imma Boada,Ivan Viola",https://doi.org/10.1109/TVCG.2011.173
2011,N/A,The Effect of Colour and Transparency on the Perception of Overlaid Grids.,N/A,"Lyn Bartram,Billy Cheung,Maureen C. Stone",https://doi.org/10.1109/TVCG.2011.242
2011,N/A,Flow Radar Glyphs - Static Visualization of Unsteady Flow with Uncertainty.,N/A,"Marcel Hlawatsch,Philipp C. Leube,Wolfgang Nowak,Daniel Weiskopf",https://doi.org/10.1109/TVCG.2011.203
2011,N/A,iView: A Feature Clustering Framework for Suggesting Informative Views in Volume Visualization.,N/A,"Ziyi Zheng,Nafees Ahmed,Klaus Mueller",https://doi.org/10.1109/TVCG.2011.218
2011,N/A,Volume Analysis Using Multimodal Surface Similarity.,N/A,"Martin Haidacher,Stefan Bruckner,M. Eduard Gröller",https://doi.org/10.1109/TVCG.2011.258
2011,N/A,Asymmetric Tensor Field Visualization for Surfaces.,N/A,"Darrel Palke,Zhongzang Lin,Guoning Chen,Harry Yeh,Paul Vincent,Robert S. Laramee,Eugene Zhang",https://doi.org/10.1109/TVCG.2011.170
2011,N/A,An Interactive Local Flattening Operator to Support Digital Investigations on Artwork Surfaces.,N/A,"Nico Pietroni,Massimiliano Corsini,Paolo Cignoni,Roberto Scopigno",https://doi.org/10.1109/TVCG.2011.165
2011,N/A,Context Preserving Maps of Tubular Structures.,N/A,Joseph Marino,https://doi.org/10.1109/TVCG.2011.182
2011,N/A,Authalic Parameterization of General Surfaces Using Lie Advection.,N/A,"Guangyu Zou,Jiaxi Hu,Xianfeng Gu,Jing Hua",https://doi.org/10.1109/TVCG.2011.171
2011,N/A,TransGraph: Hierarchical Exploration of Transition Relationships in Time-Varying Volumetric Data.,N/A,"Yi Gu,Chaoli Wang",https://doi.org/10.1109/TVCG.2011.246
2011,N/A,Voronoi-Based Extraction and Visualization of Molecular Paths.,N/A,"Norbert Lindow,Daniel Baum,Hans-Christian Hege",https://doi.org/10.1109/TVCG.2011.259
2011,N/A,Symmetry in Scalar Field Topology.,N/A,"Dilip Mathew Thomas,Vijay Natarajan",https://doi.org/10.1109/TVCG.2011.236
2011,N/A,A Scale Space Based Persistence Measure for Critical Points in 2D Scalar Fields.,N/A,"Jan Reininghaus,Natallia Kotava,David Günther,Jens Kasten,Hans Hagen,Ingrid Hotz",https://doi.org/10.1109/TVCG.2011.159
2011,N/A,Evaluation of Trend Localization with Multi-Variate Visualizations.,N/A,"Mark A. Livingston,Jonathan W. Decker",https://doi.org/10.1109/TVCG.2011.194
2011,N/A,Straightening Tubular Flow for Side-by-Side Visualization.,N/A,"Paolo Angelelli,Helwig Hauser",https://doi.org/10.1109/TVCG.2011.235
2011,N/A,Vortex Visualization in Ultra Low Reynolds Number Insect Flight.,N/A,"Christopher Koehler,Thomas Wischgoll,Haibo Dong,Zachary Gaston",https://doi.org/10.1109/TVCG.2011.260
2011,N/A,Two-Dimensional Time-Dependent Vortex Regions Based on the Acceleration Magnitude.,N/A,"Jens Kasten,Jan Reininghaus,Ingrid Hotz,Hans-Christian Hege",https://doi.org/10.1109/TVCG.2011.249
2011,N/A,Adaptive Extraction and Quantification of Geophysical Vortices.,N/A,"Sean Williams,Mark Petersen,Peer-Timo Bremer,Matthew Hecht,Valerio Pascucci,James P. Ahrens,Mario Hlawitschka,Bernd Hamann",https://doi.org/10.1109/TVCG.2011.162
2011,N/A,FoamVis: Visualization of 2D Foam Simulation Data.,N/A,"Dan R. Lipsa,Robert S. Laramee,Simon J. Cox,Tudur Davies",https://doi.org/10.1109/TVCG.2011.204
2011,N/A,WYSIWYG (What You See is What You Get) Volume Visualization.,N/A,"Hanqi Guo,Ningyu Mao,Xiaoru Yuan",https://doi.org/10.1109/TVCG.2011.261
2011,N/A,Interactive Volume Visualization of General Polyhedral Grids.,N/A,"Philipp Muigg,Markus Hadwiger,Helmut Doleisch,M. Eduard Gröller",https://doi.org/10.1109/TVCG.2011.216
2011,N/A,Image Plane Sweep Volume Illumination.,N/A,"Erik Sundén,Anders Ynnerman,Timo Ropinski",https://doi.org/10.1109/TVCG.2011.211
2011,N/A,Interactive Multiscale Tensor Reconstruction for Multiresolution Volume Visualization.,N/A,"Susanne K. Suter,José Antonio Iglesias Guitián,Fabio Marton,Marco Agus,Andreas Elsener,Christoph P. E. Zollikofer,Meenakshisundaram Gopi,Enrico Gobbetti,Renato Pajarola",https://doi.org/10.1109/TVCG.2011.214
2011,N/A,An Efficient Direct Volume Rendering Approach for Dichromats.,N/A,"Weifeng Chen,Wei Chen,Hujun Bao",https://doi.org/10.1109/TVCG.2011.164
2011,N/A,Interactive Virtual Probing of 4D MRI Blood-Flow.,N/A,"Roy van Pelt,Javier Oliván Bescós,Marcel Breeuwer,Rachel E. Clough,M. Eduard Gröller,Bart M. ter Haar Romeny,Anna Vilanova",https://doi.org/10.1109/TVCG.2011.215
2011,N/A,Crepuscular Rays for Tumor Accessibility Planning.,N/A,"Rostislav Khlebnikov,Bernhard Kainz,Judith Muehl,Dieter Schmalstieg",https://doi.org/10.1109/TVCG.2011.184
2011,N/A,Distance Visualization for Interactive 3D Implant Planning.,N/A,"Christian Dick,Rainer Burgkart,Rüdiger Westermann",https://doi.org/10.1109/TVCG.2011.189
2011,N/A,The FLOWLENS: A Focus-and-Context Visualization Approach for Exploration of Blood Flow in Cerebral Aneurysms.,N/A,"Rocco Gasteiger,Mathias Neugebauer,Oliver Beuing,Bernhard Preim",https://doi.org/10.1109/TVCG.2011.243
2011,N/A,Projection-Based Metal-Artifact Reduction for Industrial 3D X-ray Computed Tomography.,N/A,"Artem Amirkhanov,Christoph Heinzl,Michael Reiter,Johann Kastner,M. Eduard Gröller",https://doi.org/10.1109/TVCG.2011.228
2011,N/A,Quality Metrics in High-Dimensional Data Visualization: An Overview and Systematization.,N/A,Enrico Bertini,https://doi.org/10.1109/TVCG.2011.229
2011,N/A,Benefitting InfoVis with Visual Difficulties.,N/A,"Jessica Hullman,Eytan Adar,Priti Shah",https://doi.org/10.1109/TVCG.2011.175
2011,N/A,Product Plots.,N/A,"Hadley Wickham,Heike Hofmann",https://doi.org/10.1109/TVCG.2011.227
2011,N/A,Visualization Rhetoric: Framing Effects in Narrative Visualization.,N/A,"Jessica Hullman,Nicholas Diakopoulos",https://doi.org/10.1109/TVCG.2011.255
2011,N/A,Adaptive Privacy-Preserving Visualization Using Parallel Coordinates.,N/A,"Aritra Dasgupta,Robert Kosara",https://doi.org/10.1109/TVCG.2011.163
2011,N/A,Context-Preserving Visual Links.,N/A,"Markus Steinberger,Manuela Waldner,Marc Streit,Alexander Lex,Dieter Schmalstieg",https://doi.org/10.1109/TVCG.2011.183
2011,N/A,"Design Study of LineSets, a Novel Set Visualization Technique.",N/A,"Basak Alper,Nathalie Henry Riche,Gonzalo Ramos,Mary Czerwinski",https://doi.org/10.1109/TVCG.2011.186
2011,N/A,Developing and Evaluating Quilts for the Depiction of Large Layered Graphs.,N/A,"Juhee Bae,Benjamin Watson",https://doi.org/10.1109/TVCG.2011.187
2011,N/A,Arc Length-Based Aspect Ratio Selection.,N/A,"Justin Talbot,John Gerth,Pat Hanrahan",https://doi.org/10.1109/TVCG.2011.167
2011,N/A,Asymmetric Relations in Longitudinal Social Networks.,N/A,"Ulrik Brandes,Bobo Nick",https://doi.org/10.1109/TVCG.2011.169
2011,N/A,"VisBricks: Multiform Visualization of Large, Inhomogeneous Data.",N/A,"Alexander Lex,Hans-Jörg Schulz,Marc Streit,Christian Partl,Dieter Schmalstieg",https://doi.org/10.1109/TVCG.2011.250
2011,N/A,D³ Data-Driven Documents.,N/A,"Michael Bostock,Vadim Ogievetsky,Jeffrey Heer",https://doi.org/10.1109/TVCG.2011.185
2011,N/A,Flexible Linked Axes for Multivariate Data Visualization.,N/A,"Jarry H. T. Claessen,Jarke J. van Wijk",https://doi.org/10.1109/TVCG.2011.201
2011,N/A,Synthetic Generation of High-Dimensional Datasets.,N/A,"Georgia Albuquerque,Thomas Löwe,Marcus A. Magnor",https://doi.org/10.1109/TVCG.2011.237
